"","title","rating","calories","protein","fat","sodium"
"10617","Whole Grain Mustard Aïoli ",5,271,0,30,357
"15520","Honey-Orange Madeleines ",4.375,133,2,8,9
"3232","Fusilli All'amatriciana ",3.75,509,14,25,251
"12247","Asparagus Gremolata ",0,58,5,0,69
"11199","Wild Rice Dressing with Apples and Chestnuts ",3.75,348,11,18,329
"429","Haricots Verts With Poached Eggs And Tarragon Vinaigrette ",5,314,11,27,484
"6792","Grilled Flank Steak with Rosemary and Garlic ",3.75,408,36,28,93
"9767","Beef-Short Ribs Tagine with Honey-Glazed Butternut Squash ",4.375,236,6,10,66
"19228","Pine Nut Brittle ",3.75,76,0,1,0
"2386","Lamb and Dried-Tomato Strudel ",4.375,617,25,47,779
"8314","Lentil, Beetroot and Hazelnut Salad With a Ginger Dressing ",3.75,813,28,46,225
"18698","Dry Bronx ",0,137,0,0,2
"12712","Southwestern Slaw ",5,11,0,0,118
"143","Mustard-Ginger Shrimp Canapes ",4.375,50,3,4,113
